group,name,model,description,clock_ghz,array_rows,array_cols,bidirectional,systolic_units,vector_cores,access_cores,vec_simd,exp_lat,access_bw,dma_channels,hbm_bw_tb_s,hbm_lat_cycles,ibuf_kb,obuf_kb,stage_double_buffer,model_sram,tile_rows,tile_cols,mode,num_layers,hidden_dim,head_dim,intermediate_dim,num_q_heads,num_kv_heads,gqa_group,prompt_len,gen_steps,max_seq_len,kv_cache,cycles,MACs,hbm_bytes,systolic_util_pct,systolic_0_util_pct,systolic_1_util_pct,dma_util_pct,vec_util_pct,access_util_pct,roofline_eff_pct,roofline_bound,compute_bound_cyc,memory_bound_cyc,ttft_ns,decode_tps,tflops_achieved,hbm_bw_achieved_tb_s,tflops_peak,hbm_util_pct,arith_intensity,ttft_per_token_ns,bytes_per_token,systolic_imbalance,mem_compute_ratio,ffn_mac_pct,attn_mac_pct,ffn_attn_crossover_tok,pub_hbm_util_pct,pub_tps_bs1,calib_hbm_err_pct,wall_s,peak_rss_mb,status
4a_gqa_8b,kv32_MHA_pd,8b,8B kv_heads=32 gqa_group=1 (MHA — full KV) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,32,1,512,1,4096,True,765152994,4046239039488,80768180224,76.2282,82.1509,70.3054,37.5715,15.4925,3.16994,5.27791,memory-bound,15435200.0,40384100.0,765153000.0,670.454,10.5763,0.1056,524.288,5.28,50.1,1494439.45,157442846,11.85,2.616,71.2,28.8,21504,,,,19.2,,OK
4a_gqa_8b,kv32_MHA_dec,8b,8B kv_heads=32 gqa_group=1 (MHA — full KV) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,32,1,512,32,4096,True,147268394,8444444672,16889970688,82.6802,91.2161,74.1443,27.9947,0.178476,0.746941,5.73442,memory-bound,32213.0,8444990.0,147268000.0,217.29,0.1147,0.1147,524.288,5.73,0.5,,527811584,17.07,262.161,71.2,28.8,21504,,,,4.0,,OK
4a_gqa_8b,kv8_GQA-4_pd,8b,8B kv_heads=8 gqa_group=4 (GQA-4 — default Llama-3-8B) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,743768866,3633116872704,72110350336,72.0757,81.321,62.8304,35.9536,14.8785,2.62563,4.84763,memory-bound,13859200.0,36055200.0,743769000.0,689.73,9.7695,0.097,524.288,4.85,50.38,1452673.83,140565985,18.49,2.602,79.2,20.8,21504,,,,18.0,,OK
4a_gqa_8b,kv8_GQA-4_dec,8b,8B kv_heads=8 gqa_group=4 (GQA-4 — default Llama-3-8B) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,32,4096,True,143083274,7639138304,15077244928,78.503,90.5004,66.5055,25.9784,0.172962,0.213789,5.2687,memory-bound,29141.0,7538620.0,143083000.0,223.646,0.1068,0.1054,524.288,5.27,0.51,,471163904,23.99,258.695,79.2,20.8,21504,,,,3.7,,OK
4a_gqa_8b,kv4_GQA-8_pd,8b,8B kv_heads=4 gqa_group=8 (GQA-8) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,4,8,512,1,4096,True,740623138,3564263178240,70667378688,71.3199,81.1288,61.5111,35.6547,14.7643,2.53042,4.77081,memory-bound,13596600.0,35333700.0,740623000.0,692.66,9.625,0.0954,524.288,4.77,50.44,1446529.3,137753175,19.62,2.599,80.8,19.2,21504,,,,18.1,,OK
4a_gqa_8b,kv4_GQA-8_dec,8b,8B kv_heads=4 gqa_group=8 (GQA-8) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,4,8,512,32,4096,True,142424842,7504920576,14775123968,77.7615,90.3666,65.1565,25.6238,0.171964,0.12185,5.18699,memory-bound,28629.0,7387560.0,142425000.0,224.68,0.1054,0.1037,524.288,5.18,0.51,,461722624,25.21,258.045,80.8,19.2,21504,,,,3.7,,OK
4a_gqa_8b,kv2_GQA-16_pd,8b,8B kv_heads=2 gqa_group=16 (GQA-16) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,2,16,512,1,4096,True,739042082,3529836331008,69945892864,70.9405,81.0363,60.8446,35.5047,14.7071,2.48254,4.7322,memory-bound,13465300.0,34972900.0,739042000.0,694.142,9.5525,0.0946,524.288,4.73,50.47,1443441.41,136346770,20.19,2.597,81.6,18.4,21504,,,,17.8,,OK
4a_gqa_8b,kv2_GQA-16_dec,8b,8B kv_heads=2 gqa_group=16 (GQA-16) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,2,16,512,32,4096,True,142095626,7437811712,14624063488,77.3882,90.2993,64.4772,25.4453,0.171462,0.0755604,5.14585,memory-bound,28373.0,7312030.0,142096000.0,225.2,0.1047,0.1029,524.288,5.15,0.51,,457001984,25.82,257.711,81.6,18.4,21504,,,,3.7,,OK
4a_gqa_8b,kv1_MQA_pd,8b,8B kv_heads=1 gqa_group=32 (MQA — minimum KV bandwidth) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,1,32,512,1,4096,True,738267874,3512622907392,69585149952,70.7485,80.9882,60.5089,35.4287,14.678,2.45847,4.71273,memory-bound,13399600.0,34792600.0,738268000.0,694.87,9.5158,0.0943,524.288,4.71,50.48,1441929.69,135643567,20.48,2.597,82.0,18.0,21504,,,,17.7,,OK
4a_gqa_8b,kv1_MQA_dec,8b,8B kv_heads=1 gqa_group=32 (MQA — minimum KV bandwidth) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,1,32,512,32,4096,True,141939146,7404257280,14548533248,77.1965,90.2776,64.1155,25.3543,0.1712,0.0523323,5.12492,memory-bound,28245.0,7274270.0,141939000.0,225.449,0.1043,0.1025,524.288,5.12,0.51,,454641664,26.16,257.542,82.0,18.0,21504,,,,3.6,,OK


# ===== CALIBRATION REFERENCE =====
# Metric : hbm_util_pct = hbm_bw_achieved / hbm_bw_peak
# Target : ±20% of pub_hbm_util_pct  with  stage_double_buffer=ON
# chip,hbm_bw_tb_s,pub_bs1_tps,pub_hbm_util_pct
# H100_SXM5,3.35,120,64.5
# A100_SXM4,2.0,70,63.0
